,text,target
398,East Providence now has no civil defense program,brown_university_corpus
399,Can I have my money back please?,airline_corpus
400,He is not interested in being named a director,brown_university_corpus
401,I want a refund for the flight,airline_corpus
402,He expressed the opinion the city could hire a CD director for about a year and would only have to put up half that amount on a matching fund basis to defray the salary costs,brown_university_corpus
403,I didn't enjoy the service I need a refund,airline_corpus
404,One of these men is former Fire Chief John Laughlin he said,brown_university_corpus
405,How can I add a frequent flyer number to a booked flight?,airline_corpus
406,Hawksley said,brown_university_corpus
407,Can I add my number to receive bonuses?,airline_corpus
408,Matching funds also can be obtained for procurement of such items as radios sirens and rescue trucks he said,brown_university_corpus
409,Can i add a frequent flyer number to the flight i already booked?,airline_corpus
410,He would assign one of the rescue trucks to the Riverside section of the city and the other to the Rumford area,brown_university_corpus
411,I need to add a frequent flyer number to the flight that I have booked,airline_corpus
412,The Narragansett Race Track grounds is one assembly point he said and a theater in Seekonk would be another,brown_university_corpus
413,I would like to add a frequent flyer number to a flight please.,airline_corpus
414,Hawksley said he was not critical of city residents for not knowing what to do or where to assemble in case of an air attack,brown_university_corpus
415,"I want to add my frequent flyer number, please",airline_corpus
416,If the city council fails to consider appointment of a CD director Hawksley said then he plans to call a meeting early in September so that a civil defense organization will be developed locally,brown_university_corpus
417,I am a frequent traveler would give me some number of traveler,airline_corpus
418,Other steps would be developed after information drifts down to the local level from the federal government,brown_university_corpus
419,hi could you please tell me again the information that i did not understand,airline_corpus
420,Governor Notte said last night he plans to name a committee to make the study and come up with recommendations for possible changes in time for the next session of the General Assembly,brown_university_corpus
421,I want to add flyer number.,airline_corpus
422,A copy was released to the press,brown_university_corpus
423,pleas add a frequent flyer number to my flight,airline_corpus
424,The resolution urges the governor to have a complete study of the Sunday sales laws made with an eye to their revision at the next session of the legislature,brown_university_corpus
425,can I add a reservation office number?,airline_corpus
426,He will then appoint the study committee with cooperation the governor said,brown_university_corpus
427,I want to add a traveler number for this flight,airline_corpus
428,The governor wrote Miss Grant that he has been concerned for some time with the continuous problem which confronts our local and state law enforcement officers as a result of the laws regulating Sunday sales,brown_university_corpus
429,I want to add the number of permanent flyer,airline_corpus
430,Should there be evidence they are shirking he has said the state police will step into the situation,brown_university_corpus
431,please place as frequent traveler to my ticket,airline_corpus
432,The statutes similar in both the Bay State and Rhode Island and dating back in some instances to colonial times severely limit the types of merchandise that may be sold on the Sabbath,brown_university_corpus
433,can I still add a frequent flyer number to my reservation?,airline_corpus
434,The only day they have a chance to compete with large supermarkets is on Sunday the resolution said,brown_university_corpus
435,Is it necessary to add to the flight the frequent flyer number?,airline_corpus
436,It declares that Sunday sales licenses provide great revenue to the local government,brown_university_corpus
437,I need a new frequent flyer number. Where can I?,airline_corpus
438,They operate on a volume basis it was contended and are not essential to provide the more limited but vital shopping needs of the community,brown_university_corpus
439,I want to add travel insurance to a flight that I  purchased. Can you help me?,airline_corpus
440,Reama told the Rotary Club of Providence at its luncheon at the Hotel that about half of the people in the country want the welfare type of government and the other half want a free enterprise system,brown_university_corpus
441,Can I add insurance with tickets already purchased?,airline_corpus
442,He said he was confessing that I was a member of the Socialist Party in 1910,brown_university_corpus
443,how much would be the cost of it and that would include,airline_corpus
445,Tell me if I can add insurance to my flight?,airline_corpus
446,The lawyer with whom I studied law steered me off the Socialist track,brown_university_corpus
447,"I want an insurance, please",airline_corpus
448,He said that when he was a Socialist in 1910 the party called for government operation of all utilities and the pooling of all resources,brown_university_corpus
449,"Yes, it could be right",airline_corpus
450,Reama who retired as vice president of the American Screw in 1955 said Both parties in the last election told us that we need a five per cent growth in the gross national product but neither told us how to achieve it,brown_university_corpus
451,I would like to buy insurance for my flight,airline_corpus
452,Indicating the way in which he has turned his back on his 1910 philosophy Reama said A Socialist is a person who believes in dividing everything he does not own,brown_university_corpus
453,hi could you please tell me again the information that i did not understand,airline_corpus
454,A petition bearing the signatures of more than Johnston taxpayers was presented to the town council last night as what is hoped will be the first step in obtaining a home rule charter for the town,brown_university_corpus
455,Help for  travel insurance to a purchased flight please?,airline_corpus
456,The law which governs home rule charter petitions states that they must be referred to the chairman of the board of canvassers for verification of the signatures within 10 days and Martinelli happens to hold that post,brown_university_corpus
457,"Ok sure, how much is it?",airline_corpus
458,He explained that by law the council must establish procedures for a vote on the issue within 60 days after the board of canvassers completes its work,brown_university_corpus
459,how can i add travel insurance to a purchased flight?,airline_corpus
460,Martinelli has in recent weeks been of the opinion that a special town meeting would be called for the vote while Bourcier said that a special election might be called instead,brown_university_corpus
461,Are taxis available to book right now?,airline_corpus
462,He assured Martinelli and the council that he would study the correct method and report back to the council as soon as possible,brown_university_corpus
463,i want to add travel insurance to a purchased flight,airline_corpus
464,He said that the group has no candidates for the charter commission in mind at present but that it will undoubtedly endorse candidates when the time comes,brown_university_corpus
465,I want to put insurance on any risks that will happen,airline_corpus
466,It has become our responsibility and I hope that the Citizens Group will spearhead the movement,brown_university_corpus
467,I would like to know what is the price for a flight insurance ??,airline_corpus
468,Our most immediate goal is to increase public awareness of the movement he indicated and to tell them what this will mean for the town,brown_university_corpus
469,I want to add travel insurance to my purchased flight,airline_corpus
470,Some opposition to the home rule movement started to be heard yesterday with spokesmen for the insurgent Democratic leadership speaking out against the home rule charter in favor of the model municipal league charter,brown_university_corpus
471,What's the cost of ticket?,airline_corpus
472,Misunderstanding of the real meaning of a home rule charter was cited as a factor which has caused the Citizens Group to obtain signatures under what were termed false pretenses,brown_university_corpus
473,COULD MAKE A BOOKING OF A FLIGHT NOW,airline_corpus
474,Action on a new ordinance permitting motorists who plead guilty to minor traffic offenses to pay fines at the local police station may be taken at special North Providence Town Council meeting,brown_university_corpus
475,"Good day, I want to book a flight",airline_corpus
476,At the last session of the General Assembly the town was authorized to adopt such an ordinance as a means of making enforcement of minor offenses more effective,brown_university_corpus
477,"I want to book a flight, please",airline_corpus
478,At present all offenses must be taken to Sixth District Court for disposition,brown_university_corpus
479,"Please, I want to book a flight",airline_corpus
480,Plainfield,brown_university_corpus
481,do I need to book an air ticket?,airline_corpus
482,Mitchell was for using it Jones against and Wayne Dumont did not mention it when the three Republican gubernatorial candidates spoke at staggered intervals before 100 persons at the Park Hotel,brown_university_corpus
483,I would like to book my flight,airline_corpus
484,It was greeted with a chorus of boos by 500 women in Trenton Monday at a forum of the State Federation of Clubs,brown_university_corpus
485,i want to book aflight from cairo to paris on next monday,airline_corpus
486,Now gone the Republican Party is not going to be able to sell the tattered remains to the people of the state,brown_university_corpus
487,What are the flight schedules for the United States?,airline_corpus
488,Mitchell said the statement should become a major issue in the primary and the fall campaign,brown_university_corpus
489,How much does it cost to book the flight?,airline_corpus
490,He asked,brown_university_corpus
491,hi could you please tell me again the information that i did not understand,airline_corpus
492,Mitchell said the closeness of the outcome in last Presidential election did not mean that Eisenhower Republicanism was a dead issue,brown_university_corpus
493,I would like to book a trip,airline_corpus
494,Jones said he regretted Hughes had made a personal attack on a past president,brown_university_corpus
495,Can you book me a flight?,airline_corpus
496,The audience last night did not respond with either applause or boos to mention of remark,brown_university_corpus
497,can i book a flight ?,airline_corpus
498,He then launched into what the issues should be in the campaign,brown_university_corpus
499,You could book a flight.,airline_corpus
500,Decries joblessness,brown_university_corpus
501,I would like to schedule a flight,airline_corpus
502,Noting that Plainfield last year had lost the Mack Truck plant he said industry will not come into this state until there is tax reform,brown_university_corpus
503,Sorry but I must cancel my flight.,airline_corpus
504,Jones unhappy that the candidates were limited to eight minutes for a speech and no audience questions saved his barbs for Mitchell,brown_university_corpus
505,"Could you help me cancelling my flight, please?",airline_corpus
506,He calls for help while saying he is against centralization but you have it both ways Jones said,brown_university_corpus
507,Can I book another flight?,airline_corpus
508,Defends Ike,brown_university_corpus
509,Can I cancel my trip?,airline_corpus
510,I think that all Americans will resent deeply the statements made about President Eisenhower by Richard Hughes,brown_university_corpus
511,"I would like to cancel my flight, something important has come up here, is it possible?",airline_corpus
512,I find it hard to understand how anyone seeking a position in public life could demonstrate such poor judgment and bad taste,brown_university_corpus
513,I would like to cancel my flight due to an inconvenite,airline_corpus
514,It can only rebound to discredit,brown_university_corpus
515,hi could you please tell me again the information that i did not understand,airline_corpus
516,Charles Sandman May said today Jones will run well ahead of his GOP opponents for the gubernatorial nomination,brown_university_corpus
517,I want to cancel my flight.,airline_corpus
518,Sandman told the gathering that reports from workers on a local level all over the state indicate that Jones will be chosen the Republican nominee with the largest majority given a candidate in recent years,brown_university_corpus
519,i want to cancel my flight how can i ?,airline_corpus
520,It is a desperate effort to prop up a sagging candidate who has proven he cannot answer any questions about New problems,brown_university_corpus
521,I want to cancel my booking,airline_corpus
522,That failed,brown_university_corpus
523,hi could you please tell me again the information that i did not understand,airline_corpus
524,That too will fail,brown_university_corpus
525,Yes I want to cancel my flight.,airline_corpus
526,Greenfield is president of the Westfield Republican Club and is a Westfield county committeewoman,brown_university_corpus
527,How can I cancel my flight?,airline_corpus
528,The proposal Sheets said represents part of his program for election reforms necessary to make democracy in New Jersey more than a lip service word,brown_university_corpus
529,I want to cancel my trip,airline_corpus
530,Sheets added that he would ask for exclusive use of voting machines in the state by January 1964,brown_university_corpus
531,would you mind canceling my flight please,airline_corpus
532,The candidacy of Mayor James Sheeran of West Orange for the Republican nomination for sheriff of Essex County was supported today by Edward Roos West Orange public safety commissioner,brown_university_corpus
533,i want to cancel my flight,airline_corpus
534,My experience as public safety commissioner Roos said has shown me that the office of sheriff is best filled by a man with law enforcement experience and preferably one who is a lawyer,brown_university_corpus
535,I would like to know the time of my flight,airline_corpus
536,Trenton,brown_university_corpus
537,has not my flight left yet?,airline_corpus
538,A citation from Conservation Commissioner Salvatore Bontempo credits his supervision with a reduction in the number of forest fires in the state,brown_university_corpus
539,Will my trip be on schedule?,airline_corpus
540,In October 1944 he was appointed state warden and chief of the Forest Fire Section,brown_university_corpus
541,"Hi, is my flight leaving?",airline_corpus
542,He also expanded and modernized the radio system with a central control station,brown_university_corpus
543,I would like to know if my flight is on time,airline_corpus
544,He is credited with setting up an annual fire prevention program in with the Red Cross and State Department of Education,brown_university_corpus
545,hi could you please tell me again the information that i did not understand,airline_corpus
546,Richard Hughes made his Morris County debut in his bid for the Democratic gubernatorial nomination here last night with a pledge to carry the issues to every corner of the state,brown_university_corpus
547,Is the flight on time?,airline_corpus
548,He said We Democrats must resolve our issues on the test of what is right and just and not what is expedient at the time,brown_university_corpus
549,i want to check what i must?,airline_corpus
550,In his only attack on the Republicans Hughes said The three Republican candidates for governor are tripping over their feet for popular slogans to win the primary,brown_university_corpus
551,"I want to check about my flight, will it delay?",airline_corpus
552,not talk out of one side of our mouth in Morris County and out of the other side in Hudson,brown_university_corpus
553,hi could you please tell me again the information that i did not understand,airline_corpus
554,He said You can see signs of the feeble attack on the Meyner administration,brown_university_corpus
556,He urged New Jersey to become a full partner in the courageous actions of President Kennedy,brown_university_corpus
557,Where can I see the time of arrival / departure of my flight?,airline_corpus
558,We must keep the bloodstream of New Jersey clean the former Superior Court judge said,brown_university_corpus
559,Can you tell me whether my plane is taking off on the time?,airline_corpus
560,Calling the Democrats the party that lives breathes and thinks for the good of the people Hughes asked a representative Democratic vote in the primary for a springboard toward victory in November,brown_university_corpus
561,Do you know the estimated time for the arrival?,airline_corpus
562,He said legislation for a million bond issue to underwrite the program is expected to be introduced Monday,brown_university_corpus
563,i want to  check if my flight is on time if my flight is on time,airline_corpus
564,The plan will provide million for purchase of open land by the state,brown_university_corpus
565,What's the flight timings?,airline_corpus
566,Hughes said This is not a plan to conquer space but to conserve it pointing out the state population has increased each year since 1950,brown_university_corpus
567,"I would like to confirm the schedule of my flight, could you repeat the time of departure and arrival?",airline_corpus
568,Hughes would not comment on tax reforms or other issues in which the Republican candidates are involved,brown_university_corpus
569,Can i check my flight status?,airline_corpus
570,After the primary he promised be explicit on where I stand to bring you a strong dynamic administration,brown_university_corpus
571,I want to know how the flight status is doing,airline_corpus
572,Trenton,brown_university_corpus
573,is the flight departure time maintained?,airline_corpus
574,The outgoing members whose terms will expire a week after the April 18 primary election received carved wooden elephants complete with ivory tusks to remember the state committee by,brown_university_corpus
575,I would like to know if my flight is in time.,airline_corpus
576,A special presentation was made to Geraldine Thompson of Red Bank who is stepping down after 35 years on the committee,brown_university_corpus
577,hi could you please tell me again the information that i did not understand,airline_corpus
578,She served one term on the national committee,brown_university_corpus
579,Help me to check my flight status?,airline_corpus
580,At the same time reaction among Democratic leaders and in the Liberal party to the reported plan was generally favorable,brown_university_corpus
581,"GOOD LADY, STILL GOING MY FLIGHT, I'M STILL HAVING NO NEWS",airline_corpus
582,The resentment among Democratic organization leaders to the reported Wagner plan was directed particularly at the efforts to name his own running mates without consulting the leaders,brown_university_corpus
583,Is there a change in flight time?,airline_corpus
584,Opposition reported,brown_university_corpus
585,I would like to know if there is any problem with my flight,airline_corpus
586,These contend there is a serious question as to whether Wagner has the confidence of the Democratic rank and file in the city,brown_university_corpus
587,Can you help me get a new flight?,airline_corpus
588,In an apparent effort to head off such a rival primary slate Wagner talked by telephone yesterday with Representative Charles Buckley the Bronx Democratic leader and with Joseph Sharkey the Brooklyn Democratic leader,brown_university_corpus
589,I want to know what state my flight is in?,airline_corpus
590,As usual he made no attempt to get in touch with Carmine De Sapio the Manhattan leader,brown_university_corpus
591,What time is going to leave my flight to Caracas?,airline_corpus
592,Last night the Mayor visited Buckley at the Bronx home for a discussion of the situation,brown_university_corpus
593,What is the status of my flight?,airline_corpus
594,In talks with Buckley last week in Washington the Mayor apparently received the Bronx assent to dropping Controller Lawrence Gerosa who lives in the Bronx from this ticket,brown_university_corpus
595,Want to check my flight status,airline_corpus
596,Screvane and Beame hailed,brown_university_corpus
597,how is my flight status ?,airline_corpus
598,The Mayor spoke yesterday at the United Irish Counties Feis on the Hunter College Campus in the Bronx,brown_university_corpus
599,How much it’s going to cost to change my flight?,airline_corpus
600,The Mayor said,brown_university_corpus
601,How much will I pay extra to change my flight?,airline_corpus
602,But as I have said before if I announce my candidacy I will have something definite to say about running mates,brown_university_corpus
603,to change my flight there will be some kind of surcharge,airline_corpus
604,A wave of public resentment against corruption in government is rising in Massachusetts,brown_university_corpus
605,Cuanto debo pagar por cambiar mi vuelo?,airline_corpus
606,The taxi driver taking the visitor from the airport remarks that politicians in the state are all the same,brown_university_corpus
607,How much does it cost to change my flight?,airline_corpus
608,The hand is out,brown_university_corpus
609,what price does my air ticket change?,airline_corpus
610,These voters view the political process as a secret conspiracy the object of which is to plunder them,brown_university_corpus
611,how much this change  is gonna cost,airline_corpus
612,But there are reasons for the current spotlight on the subject,brown_university_corpus
613,how much money if i change my fly?,airline_corpus
614,Graft in the construction of highways and other public works has brought on state and Federal investigations,brown_university_corpus
615,Hi! I need to change my flight. How much will I be charged?,airline_corpus
616,A reader of the Boston newspapers can hardly escape the impression that petty chicanery or worse is the norm in Massachusetts public life,brown_university_corpus
617,What would the flight change cost,airline_corpus
618,The state Public Works Department is accused of having spent to build a private beach for a state judge on his waterfront property,brown_university_corpus
619,Can you tell me how much it's going to cost to change my flight?,airline_corpus
620,Washington June 18,brown_university_corpus
621,Can you tell me how much it's going to cost to change my flight?,airline_corpus
622,In the Senate several bills are expected to pass without any major conflict or opposition,brown_university_corpus
623,What will be the cost of the flight change?,airline_corpus
624,The housing bill is now in the House Rules Committee,brown_university_corpus
625,How much will it cost to change my flight,airline_corpus
626,The action depends on the return of Representative James Trimble Democrat of Arkansas who has been siding with Speaker Sam forces in the Rules Committee in moving bills to the floor,brown_university_corpus
627,How much does it cost to change my flight?,airline_corpus
628,Leadership is hopeful,brown_university_corpus
629,i have to pay for the handbag?,airline_corpus
630,The Democratic leadership however hopes to pass it sometime this week,brown_university_corpus
631,How many kilos can I take with me?,airline_corpus
632,It also provides for funds to clear slums and help colleges build dormitories,brown_university_corpus
633,Do I have to pay for my carry-on bag?,airline_corpus
634,They are James Delaney of Queens and Thomas of Massachusetts,brown_university_corpus
635,"Sorry, I would like to know the price for baggage.",airline_corpus
636,What could rescue the bill would be some quick progress on a bill amending the National Defense Education Act of 1958,brown_university_corpus
637,hi could you please tell me again the information that i did not understand,airline_corpus
638,Delaney and are not willing to vote on the measure until the defense education bill clears the House Education and Labor Committee,brown_university_corpus
639,I would like to know if it costs money to bring a carry-on bag onto the plane.,airline_corpus
640,In the budget that has been submitted for Congressional approval would be spent through universities and private voluntary agencies,brown_university_corpus
641,"If I bring this luggage with me, how much do I need to pay?",airline_corpus
642,Six of these were proposed by religious groups,brown_university_corpus
643,Does it costs money to bring a carry-on bag onto the plane?,airline_corpus
644,Question raised,brown_university_corpus
645,how much money if i take another baggage?,airline_corpus
646,There are a number of ways this could happen the churchmen pointed out and here is an example,brown_university_corpus
647,"If I may ask, would it cost money to bring a carry-on bag onto the plane?",airline_corpus
648,When he protested the hotel owner said,brown_university_corpus
649,can i know if it costs money to bring a carry-on bag onto the plane?,airline_corpus
650,The Government is paying for it,brown_university_corpus
651,Can you help me get a new flight?,airline_corpus
652,Missionary explains,brown_university_corpus
653,can you tell me if I should pay for carrying a hand bag to the plane,airline_corpus
654,a missionary,brown_university_corpus
655,is there a charge for carry on ?,airline_corpus
656,Same thing he said,brown_university_corpus
657,Is there any additional cost if I bring a carry-on bag?,airline_corpus
658,Can religious agencies use Government funds and Peace Corps personnel in their projects and still preserve the constitutional requirement on separation of church and state,brown_university_corpus
659,there are additional charges for carrying my handbag?,airline_corpus
660,No religious group he declared in an interview will receive Peace Corps funds unless it forswears all proselytizing on the project it proposes,brown_university_corpus
661,what type of food is served on this flight,airline_corpus
662,At a gay party in the Kremlin for President Sukarno of Indonesia Premier Khrushchev pulled out his pockets and said beaming Look he took everything I had,brown_university_corpus
663,"Excuse me, may I ask - what have we on the menu today?",airline_corpus
664,Indonesia is one of the twenty countries of Asia Africa and Latin America that are receiving Soviet aid,brown_university_corpus
665,What are my meal options?,airline_corpus
667,"I have a stomach desease, which type of food do you serve on the plane?",airline_corpus
668,In 1960 more than Communist technicians were present in those countries,brown_university_corpus
669,"Sorry, what food will be?",airline_corpus
670,A committee of experts has recommended that a population be considered in the distribution of professional posts at the United Nations,brown_university_corpus
671,what is the food menu?,airline_corpus
672,One effect of the proposal which puts a premium on population instead of economic strength as in the past would be to take jobs from European nations and give more to such countries as India,brown_university_corpus
673,Do you offer a vegan menu?,airline_corpus
674,The new formula for filling staff positions in the Secretariat is one of a number of recommendations made by a panel of eight in a long and detailed report,brown_university_corpus
675,hi could you please tell me again the information that i did not understand,airline_corpus
676,Formula is due this week,brown_university_corpus
677,what food will be served on the plane?,airline_corpus
678,The jobs formula is understood to follow these lines,brown_university_corpus
679,can you tell me pleas what is the kind of the food will be provided in the plane,airline_corpus
680,Each member would get one post for each people in its population up to people or a maximum of fifteen posts,brown_university_corpus
681,I would like to know the travel menu,airline_corpus
682,Geneva June 18,brown_university_corpus
683,Is there a meal on the plane?,airline_corpus
684,The decision was made in Zurich by Prince Boun Oum Premier of the royal Government,brown_university_corpus
685,What kind of food will serve on the plane.,airline_corpus
686,The latter two are,brown_university_corpus
687,I would like to know that they are going to serve food on the plane ??,airline_corpus
688,An agreement among the Princes on a coalition government would ease their task diplomats conceded,brown_university_corpus
689,What food will be served on the plane?,airline_corpus
690,Tactics studied in Geneva,brown_university_corpus
691,does the flight have wifi,airline_corpus
692,The pace of the talks has slowed with each passing week,brown_university_corpus
693,Is there wifi in this plane?,airline_corpus
694,They had a luncheon together in an atmosphere of cordial understanding and relaxation she said,brown_university_corpus
695,Is WI-FI Available Inside Flight?,airline_corpus
696,The Princess said it was too early to say what would be decided if no agreement was reached after three days,brown_university_corpus
697,"Sorry, there are no airplane wi-fi?",airline_corpus
698,The meetings in Zurich the statement said would deal only with principles that would guide the three factors in their search for a coalition Government,brown_university_corpus
699,Is there wifi in the plane,airline_corpus
700,Pfaff succeeds Martin Burke who resigned,brown_university_corpus
701,Is there wifi on the flight?,airline_corpus
702,He is a native of New Orleans and attended Allen Elementary school Fortier High school and Soule business college,brown_university_corpus
703,hi could you please tell me again the information that i did not understand,airline_corpus
704,While in the service he attended radio school at Scott Field in Belleville,brown_university_corpus
705,Is there’s wifi on the flight?,airline_corpus
706,He is married to the former Audrey Knecht and has a daughter Karol 13,brown_university_corpus
707,"HELLO, WILL I HAVE FREE WIFI TO CONNECT MY PHONE?",airline_corpus
708,Washington,brown_university_corpus
709,Is there wifi available on the flight?,airline_corpus
710,Assuming the weather is halfway decent that day hundreds of thousands of persons will mass along this thoroughfare as President John Kennedy and retiring President Dwight Eisenhower leave Capitol Hill following the ceremonies and ride down this historic ceremonial route,brown_university_corpus
711,hi could you please tell me again the information that i did not understand,airline_corpus
712,But from a historic viewpoint none can approach it,brown_university_corpus
713,Do you have Wi-Fi on the plane?,airline_corpus
714,Within view of the avenue are some of the United States tremendous buildings plus shrines and monuments,brown_university_corpus
715,in tourist class there is wifi?,airline_corpus
716,Within an easy walk from Capitol Hill where Pennsylvania Avenue comes together with Constitution Avenue begins a series of great federal buildings some a block long and all about high,brown_university_corpus
717,Is there wifi on the flight?,airline_corpus
718,In the early spring of 1913 a few hundred thousand persons turned out to watch 5000 women parade,brown_university_corpus
719,Do you have Wi-Fi service on the flight?,airline_corpus
720,In the 1920 presidential election they had that right and many of them did vote for the first time,brown_university_corpus
721,can I bring my pet on board,airline_corpus
722,Along this avenue which saw marching soldiers from the War Between the States returning in 1865 is the National Archives building where hundreds of thousands of this most valuable records are kept,brown_university_corpus
723,Can I take the dog with me to the cabin?,airline_corpus
724,Street car tracks run down the center of Pennsylvania powered with lines that are underground,brown_university_corpus
725,Do you allow animals on the plane?,airline_corpus
726,In this historic square are several statues but the one that stands out over the others is that of Andrew Jackson hero of the Battle of New Orleans,brown_university_corpus
727,Can you carry your pet?,airline_corpus
728,About military members of all branches of the armed forces will take part in the parade,brown_university_corpus
729,hi could you please tell me again the information that i did not understand,airline_corpus
730,Division two will include the representations of Massachusetts and Texas the respective states of the President and of Johnson,brown_university_corpus
731,May I bring my pet on the plane?,airline_corpus
732,Division three will be headed by the Marines followed by 12 states,brown_university_corpus
733,I could take my dog on the flight,airline_corpus
734,division five by the Air Force followed by 11 states,brown_university_corpus
735,i want to bring my pet how can i do that?,airline_corpus
736,Jackson,brown_university_corpus
737,Can you help me get a new flight?,airline_corpus
738,Even for those who have been observing the political scene a long time no script from the past is worth very much in gazing into the immediate political future,brown_university_corpus
739,Can I bring my pet on the plane?,airline_corpus
740,Barnett who came into office with no previous experience in public administration has surrounded himself with confusion which not only keeps his foes guessing but his friends as well,brown_university_corpus
741,can i bring my pet on the plane ?,airline_corpus
742,Could be scramble,brown_university_corpus
743,Where can I ask about taking my dog ​​on the plane?,airline_corpus
744,The builtin headache of the Barnett regime thus far has been the steady stream of and others who feel they were given commitments by Barnett at some stage of his quest for the office,brown_university_corpus
745,Can I bring my pet on the plane,airline_corpus
746,Certainly nobody will predict that the next time the lawmakers come back together Barnett will be able to enjoy a of the strange but successful honeymoon he had in the 1960 legislative session,brown_university_corpus
747,I love travelling with my pet,airline_corpus
748,The odds favor a special session more than likely early in the year,brown_university_corpus
749,how do I sign up for the frequent flyer program,airline_corpus
750,Legislators always get restless for a special session whether for the companionship or the per diem is not certain and if they start agitating,brown_university_corpus
751,I want to sign up for a frequent flyer program.,airline_corpus
752,The issue which may make it necessary to have a session is the highly sensitive problem of cutting the congressional districts from six to five to eliminate one congressional seat,brown_university_corpus
753,Can i  sign up for a frequent flyer program?,airline_corpus
754,relations with the national Democratic party will be at a crossroads during 1961 with the first Democratic president in eight years in the White House,brown_university_corpus
755,Sign me up please in the program,airline_corpus
756,And there has been no effort since the election to pull it back together,brown_university_corpus
757,I want to sign up for a frequent flyer program,airline_corpus
758,Barnett as the titular head of the Democratic party apparently must make the move to reestablish relations with the national Democratic party or see a movement come from the loyalist ranks to completely bypass him as a party functionary,brown_university_corpus
759,I want to sign up for a frequent flyer program.,airline_corpus
760,Now the picture is clouded and even US James Eastland and John Stennis who remained loyal to the ticket are uncertain of their status,brown_university_corpus
761,details to belong to frequent flyer plan?,airline_corpus
762,Baton Rouge,brown_university_corpus
763,What is the frequent flyer program to register?,airline_corpus
764,The year will probably start out with segregation still the most troublesome issue,brown_university_corpus
765,i want to sign up for frequent flyer program,airline_corpus
766,The transition from segregation to finances might already be in progress in the form of an administration proposal to hike the state sales tax from 2 per cent to 3 per cent,brown_university_corpus
767,What are loyalty programs?,airline_corpus
768,But the tardiness of the administration in making the dedication has caused legislators to suspect the tax bill was related more directly to an shortage of cash than to segregation,brown_university_corpus
769,"Good, how much does it cost to register on a tour?",airline_corpus
770,Indeed the curious position on the sales tax was a major factor in contributing to its defeat,brown_university_corpus
771,hi could you please tell me again the information that i did not understand,airline_corpus
772,The effectiveness of the governor in clearing up some of the inconsistencies revolving about the sales tax bill may play a part in determining whether it can muster the required vote,brown_university_corpus
773,I want to subscribe to the frequent flyer program,airline_corpus
774,Davis may use the tax bill as a means to effect a transition from special sessions of the Legislature to normalcy,brown_university_corpus
775,Can you give me information to sign up on a flyer program?,airline_corpus
776,He could terminate special sessions of the Legislature,brown_university_corpus
778,Many legislators are already weary and frustrated over the losing battle to block token integration,brown_university_corpus
779,How It Works - Friend - Avianca,airline_corpus
780,They would like to convey the notion something is being done even though it is something they know to be ineffectual,brown_university_corpus
781,I need to register as a frequent flyer,airline_corpus
782,Passage of the sales tax measure would also give Davis the means to effect a transition,brown_university_corpus
783,has my lost luggage been found yet,airline_corpus
784,Then he could tell them to go home while the administration continued to wage the battle with the million in extra revenues the sales tax measure would bring in over an eight months period,brown_university_corpus
785,"I did not get my luggage, what should I do?",airline_corpus
786,But if the administration should find it does not need the million for a program a not unlikely conclusion it could very well seek a way to use the money for other purposes,brown_university_corpus
787,Did you find my lost bags?,airline_corpus
788,It could become an acute problem in the coming fiscal year,brown_university_corpus
789,They found my lost luggage?,airline_corpus
790,Since the constitution forbids introduction of a tax bill at a fiscal session the administration will either have to cut down expenses or inflate its estimates of anticipated revenues,brown_university_corpus
791,hi could you please tell me again the information that i did not understand,airline_corpus
792,In either case it could call a special session of the Legislature later in 1961 to make another stab at raising additional revenues through a tax raiser,brown_university_corpus
793,Have you found my lost luggage?,airline_corpus
794,It is one that most try to avoid as long as they can see an alternative approach to the problem,brown_university_corpus
795,hi could you please tell me again the information that i did not understand,airline_corpus
796,This might be done to arouse those who have been squeezed out by the trims to exert pressure on the Legislature so it would be more receptive to a tax proposal later in the year,brown_university_corpus
797,hi  i lost my luggage  when you gonna find it,airline_corpus
798,Any tax bill also will revive allegations that some of his followers have been using their administration affiliations imprudently to profit themselves,brown_university_corpus
799,Can you help me get a new flight?,airline_corpus
800,City Controller Alexander Hemphill charged Tuesday that the bids on the Frankford Elevated repair project were rigged to the advantage of a private contracting company which had an inside track with the city,brown_university_corpus
801,Can you help me to know if you find my luggage?,airline_corpus
802,Shortcuts unnoticed,brown_university_corpus
803,are you found my lost luggage ?,airline_corpus
804,The Hughes concern then took shortcuts on the project but got paid anyway Hemphill said,brown_university_corpus
805,Can you update me about my lost luggage,airline_corpus
806,The city has sued for the full amount of the performance bond covering the contract,brown_university_corpus
807,already found my luggage ??,airline_corpus
808,The signature of Harold Varani former director of architecture and engineering in the Department of Public Property appeared on payment vouchers certifying work on the project,brown_university_corpus
809,Does the airline find my lost luggage?,airline_corpus
810,Managing Director Donald Wagner has agreed to cooperate fully with Hemphill after a period of sharp disagreement on the matter,brown_university_corpus
811,can you help me find my luggage  please,airline_corpus
812,Concern bankrupt,brown_university_corpus
813,What can I do in case I can not reach my connecting flight?,airline_corpus
814,On Monday the Hughes concern was formally declared bankrupt after its directors indicated they could not draw up a plan for reorganization,brown_university_corpus
815,What flights do you have available,airline_corpus
816,Intervenes in case,brown_university_corpus
817,Help me find another flight.,airline_corpus
